imageID,username,imageName,groundTruthSize,experience,imgW,imgH,tissueArea,tumorArea,annoArea,groundTruth,diagnosis,diagnosisBinary,diagnosisError,correctness,magnification,taskCompletionTime,cancerType,tumorTissueRatio,imgPrecision,imgRecall,imgIoU,imgF1,imgF05,imgF025,tpArea,fpArea,fnArea,tnArea,overallAcc,overallPrecision,overallRecall,overallF1,overallF05,overallF025,meanPrecision,meanRecall,meanIoU,meanF1,meanF05,meanF025,zoom,imageZoom,numFixations,numFixationsInGT,fixationDuration,fixationDurationInGT,timeToFirstGTFix,saccadeDistance,saccadeSpeed,eccentricity,fixationDistToCenter,coverage,turnAngle
C5,P7,test_016.tif,Macro,4,110592,93184,2350044,665753,785258,1,Malignant,1,TP,1,40,37.097,Lymph,0.2458698646,0.8578344371,0.9243256808,0.8015416109,0.8898396862,0.8703562287,0.8614797565,534080,88511,43725,1683728,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,1.21,0.0232,50,9,162.9,122.2222,6477,14893.37,26.75101,100.4949,433.724,0.197105,87.13895
C5,P8,test_016.tif,Macro,4,110592,93184,2350044,665753,373564,1,Malignant,1,TP,1,40,10.935,Lymph,0.2458698646,0.7259225223,0.1859277784,0.1737320616,0.2960335962,0.4591932253,0.6200000611,107430,40561,470375,1731678,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,0.807,0.0155,18,10,215.7778,225.8,933,26656.16,88.86049,94.42772,502.9198,0.144312,93.55751
C5,P9,test_016.tif,Macro,2,110592,93184,2350044,665753,1115269,1,Malignant,1,TP,1,40,31.284,Lymph,0.2458698646,0.7564227937,0.9812687671,0.7456561193,0.854298978,0.7927527514,0.7667576957,566982,182575,10823,1589664,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,0.807,0.0155,61,29,269.6721,293.069,884,12637.18,40.46826,37.03175,504.1982,0.228242,95.47964
C30,P1,test_099.tif,Micro,2,98304,86016,1579734,218,0,1,Benign,0,FN,0,40,33.06,Lymph,0.0001278696287,0,0,0,0,0,0,0,0,202,1579532,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,0.777,0.0167,82,0,255.4512,0,-1,6997.518,24.55553,521.7195,407.5896,0.132009,95.65794
C50,P10,test_033.tif,Micro,1,188416,103936,4594257,1253,0,1,Benign,0,FN,0,40,79.752,Lymph,0.0002365997375,0,0,0,0,0,0,0,0,1087,4593170,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,1,0.0112,219,0,277.5525,0,-1,7337.555,23.67574,774.8282,383.6428,0.211276,74.0148
C50,P11,test_033.tif,Micro,3,188416,103936,4594257,1253,8961,1,Malignant,1,TP,1,40,129.757,Lymph,0.0002365997375,0.1743904408,0.9935602576,0.1741935484,0.2967032967,0.2088247805,0.1832792613,1080,5113,7,4588057,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,7.594,0.0854,363,11,233.7025,270.4545,55361,5233.598,17.0841,390.2241,460.0126,0.144797,90.73604
C50,P2,test_033.tif,Micro,1,188416,103936,4594257,1253,0,1,Benign,0,FN,0,40,45.931,Lymph,0.0002365997375,0,0,0,0,0,0,0,0,1087,4593170,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,1,0.0112,100,0,273.24,0,-1,15397.51,48.51257,679.8623,422.3896,0.242594,93.64309
C50,P3,test_033.tif,Micro,3,188416,103936,4594257,1253,1469,1,Malignant,1,TP,1,40,89.896,Lymph,0.0002365997375,0.4312946783,0.4995400184,0.3011647255,0.462915601,0.4434100931,0.4347887523,543,716,544,4592454,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,5.063,0.0569,208,10,268.2933,292.4,58999,9023.893,30.00308,505.7195,456.9163,0.179266,97.7792
C50,P4,test_033.tif,Micro,2,188416,103936,4594257,1253,0,1,Benign,0,FN,0,40,195.459,Lymph,0.0002365997375,0,0,0,0,0,0,0,0,1087,4593170,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,7.594,0.0854,554,0,244.3032,0,-1,4674.577,13.6726,563.9943,487.4072,0.238474,94.56004
C50,P5,test_033.tif,Micro,1,188416,103936,4594257,1253,0,1,Benign,0,FN,0,40,68.749,Lymph,0.0002365997375,0,0,0,0,0,0,0,0,1087,4593170,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,1.5,0.0169,138,0,240.4203,0,-1,11020.52,36.56878,811.6042,436.6923,0.18896,88.01075
C50,P6,test_033.tif,Micro,3,188416,103936,4594257,1253,0,1,Benign,0,FN,0,40,27.285,Lymph,0.0002365997375,0,0,0,0,0,0,0,0,1087,4593170,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,1.5,0.0169,71,0,236.1127,0,-1,17448.66,61.91028,703.7142,545.3764,0.196205,93.76712
C50,P7,test_033.tif,Micro,4,188416,103936,4594257,1253,0,1,Benign,0,FN,0,40,55.371,Lymph,0.0002365997375,0,0,0,0,0,0,0,0,1087,4593170,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,1,0.0112,55,0,111.5636,0,-1,7971.933,15.5671,556.1708,334.3316,0.074753,86.35354
C50,P8,test_033.tif,Micro,4,188416,103936,4594257,1253,0,1,Benign,0,FN,0,40,15.296,Lymph,0.0002365997375,0,0,0,0,0,0,0,0,1087,4593170,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,2.25,0.0253,42,0,201,0,-1,26823.41,123.6897,548.3664,527.9629,0.240869,90.96874
C50,P9,test_033.tif,Micro,2,188416,103936,4594257,1253,0,1,Benign,0,FN,0,40,59.773,Lymph,0.0002365997375,0,0,0,0,0,0,0,0,1087,4593170,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,1,0.0112,148,0,182.9459,0,-1,26285.17,93.18724,602.6566,644.0502,0.477491,95.459
C31,P1,test_102.tif,Micro,2,192512,111104,849316,6289,0,1,Benign,0,FN,0,40,22.222,Lymph,0.006553508941,0,0,0,0,0,0,0,0,5566,843750,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,3.375,0.0371,51,10,272.7059,290.8,8523,7783.22,27.70955,249.4125,449.4607,0.074571,96.37154
C51,P10,test_040.tif,Macro,1,97792,221696,956932,360886,566411,1,Malignant,1,TP,1,20,80.943,Lymph,0.3718017581,0.6989718171,0.9488629497,0.6735976152,0.8049696165,0.7378348336,0.70997045,337595,145393,18194,455750,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,45.617,0.2963,201,118,273.8557,295.6017,738,4622.118,16.39149,22.80716,334.3871,0.106292,78.05825
C51,P11,test_040.tif,Macro,3,97792,221696,956932,360886,444251,1,Malignant,1,TP,1,20,15.697,Lymph,0.3718017581,0.7644858615,0.9047834531,0.7075611043,0.8287388399,0.7889532042,0.7715231541,321912,99171,33877,501972,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,3.375,0.0219,27,13,397.8519,465.3077,990,19887.38,31.65117,109.7338,509.6756,0.097357,108.3525
C51,P2,test_040.tif,Macro,1,97792,221696,956932,360886,261216,1,Malignant,1,TP,1,20,41.26,Lymph,0.3718017581,0.6641285474,0.3601207457,0.3046385171,0.467008314,0.5681962307,0.6327095683,128127,64798,227662,536345,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,6.007,0.039,52,40,296.5,312.95,1161,4464.609,13.17376,22.59467,290.5415,0.049955,89.61817
C51,P3,test_040.tif,Macro,3,97792,221696,956932,360886,95927,1,Malignant,1,TP,1,20,12.56,Lymph,0.3718017581,0.9422792876,0.2510279969,0.2472263744,0.396441864,0.607633432,0.8109246592,89313,5471,266476,595672,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,17.086,0.111,14,14,417.1429,417.1429,312,4396.031,9.93493,0,501.7421,0.047048,98.39565
C51,P4,test_040.tif,Macro,2,97792,221696,956932,360886,309006,1,Malignant,1,TP,1,20,18.342,Lymph,0.3718017581,0.712182553,0.5507955558,0.4505133499,0.6211778056,0.6727579826,0.7001155637,195967,79197,159822,521946,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,25.629,0.1665,28,13,407.4643,418.6154,7933,10249.77,20.30358,10.32278,406.3872,0.099549,93.45322
C51,P5,test_040.tif,Macro,1,97792,221696,956932,360886,271064,1,Malignant,1,TP,1,20,53.913,Lymph,0.3718017581,0.8578265702,0.6377768846,0.5768066355,0.7316136583,0.802453113,0.8407627403,226914,37608,128875,563535,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,11.391,0.074,53,35,256.9623,280.7714,587,7940.329,28.89366,28.11139,348.4863,0.081087,109.7755
C51,P6,test_040.tif,Macro,3,97792,221696,956932,360886,704160,1,Malignant,1,TP,1,20,16.486,Lymph,0.3718017581,0.6233917889,0.940779507,0.5998526887,0.7498849024,0.6684975576,0.6360135429,334719,202213,21070,398930,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,2.25,0.0146,22,11,311.4545,330.3636,564,13833.72,35.93039,12.75464,314.2181,0.097681,96.69589
C51,P7,test_040.tif,Macro,4,97792,221696,956932,360886,486966,1,Malignant,1,TP,1,20,41.381,Lymph,0.3718017581,0.6993942232,0.8732338549,0.6349297502,0.7767058494,0.7283953859,0.7076814093,310687,133536,45102,467607,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,3.375,0.0219,49,6,122.1429,100,1728,7207.227,15.79107,46.40873,166.027,0.124439,115.4946
C51,P8,test_040.tif,Macro,4,97792,221696,956932,360886,410873,1,Malignant,1,TP,1,20,13.595,Lymph,0.3718017581,0.6266316315,0.5998976922,0.4419333198,0.6129733098,0.6210959075,0.6249932608,213437,127173,142352,473970,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,5.063,0.0329,29,22,179.6207,187.5455,1051,4180.583,15.59086,5.94395,301.6911,0.071795,101.1208
C51,P9,test_040.tif,Macro,2,97792,221696,956932,360886,783800,1,Malignant,1,TP,1,20,27.145,Lymph,0.3718017581,0.6260943781,0.958756454,0.6096739255,0.7575123332,0.6727817226,0.6391393034,341115,203715,14674,397428,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,1,0.0065,37,21,395.0811,406.4286,392,14231.53,34.22114,7.35245,173.2566,0.160914,114.3141
C58,P1,test_094.tif,Macro,2,94208,82432,1406278,91929,17618,1,Malignant,1,TP,1,40,65.717,Lymph,0.0601296472,1,0.1917359477,0.1917359477,0.3217758901,0.5425638005,0.8013007062,16213,0,68346,1321719,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,5.855,0.1317,158,106,263.7152,287.4906,2299,3876.529,14.85715,126.9933,433.3409,0.120742,90.92889
C52,P10,test_043.tif,None,1,97792,221184,744207,0,0,0,Benign,1,TN,1,20,47.035,Lymph,0,1,1,1,1,1,1,0,0,0,744207,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,7.593,0.0494,144,0,243.1319,0,-1,3798.649,13.53334,2561.984,312.6585,0.101492,74.74509
C52,P11,test_043.tif,None,3,97792,221184,744207,0,0,0,Benign,1,TN,1,20,69.385,Lymph,0,1,1,1,1,1,1,0,0,0,744207,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,17.085,0.1112,183,0,280.8907,0,-1,3712.314,10.55631,2561.984,373.4674,0.069428,85.77234
C52,P2,test_043.tif,None,1,97792,221184,744207,0,0,0,Benign,1,TN,1,20,47.713,Lymph,0,1,1,1,1,1,1,0,0,0,744207,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,3.995,0.026,99,0,281.4747,0,-1,3592.096,13.05921,2561.984,291.3169,0.107814,72.42695
C52,P3,test_043.tif,None,3,97792,221184,744207,0,0,0,Benign,1,TN,1,20,48.911,Lymph,0,1,1,1,1,1,1,0,0,0,744207,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,5.062,0.033,117,0,267.3419,0,-1,5622.305,17.34579,2561.984,463.0751,0.065933,89.68456
C52,P4,test_043.tif,None,2,97792,221184,744207,0,232,0,Atypical,0,FP,0,20,164.011,Lymph,0,0,0,0,0,0,0,0,208,0,743999,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,129.736,0.8447,426,0,293.8216,0,-1,1983.681,5.481431,2561.984,388.1692,0.096396,95.4986
C52,P5,test_043.tif,None,1,97792,221184,744207,0,0,0,Benign,1,TN,1,20,30.137,Lymph,0,1,1,1,1,1,1,0,0,0,744207,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,17.085,0.1112,80,0,230.7125,0,-1,4633.724,16.75022,2561.984,395.832,0.018269,96.69053
C52,P6,test_043.tif,None,3,97792,221184,744207,0,0,0,Benign,1,TN,1,20,16.406,Lymph,0,1,1,1,1,1,1,0,0,0,744207,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,7.593,0.0494,34,0,245.3235,0,-1,6285.877,22.78815,2561.984,414.5354,0.074268,92.76407
C52,P7,test_043.tif,None,4,97792,221184,744207,0,0,0,Benign,1,TN,1,20,44.187,Lymph,0,1,1,1,1,1,1,0,0,0,744207,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,11.39,0.0742,44,0,149.3864,0,-1,5172.303,7.442615,2561.984,501.8338,0.07243,87.80103
C52,P8,test_043.tif,None,4,97792,221184,744207,0,0,0,Benign,1,TN,1,20,14.031,Lymph,0,1,1,1,1,1,1,0,0,0,744207,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,3.375,0.022,35,0,204.2571,0,-1,9361.994,29.43995,2561.984,372.0766,0.099757,97.53825
C52,P9,test_043.tif,None,2,97792,221184,744207,0,0,0,Benign,1,TN,1,20,66.262,Lymph,0,1,1,1,1,1,1,0,0,0,744207,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,7.593,0.0494,191,0,195.7906,0,-1,3314.451,11.45354,2561.984,459.9417,0.071067,89.22701
C28,P1,test_095.tif,None,2,110592,57344,1286515,0,0,0,Benign,1,TN,1,40,18.108,Lymph,0,1,1,1,1,1,1,0,0,0,1286515,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,1,0.0192,41,0,248.3902,0,-1,9813.239,34.06581,2561.984,431.6633,0.111541,97.30183
C53,P10,test_058.tif,None,1,94208,100352,2448982,0,0,0,Benign,1,TN,1,40,89.879,Lymph,0,1,1,1,1,1,1,0,0,0,2448982,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,1.208,0.0173,286,0,244.8392,0,-1,4253.674,15.37158,2561.984,323.009,0.223472,81.3464
C53,P11,test_058.tif,None,3,94208,100352,2448982,0,0,0,Benign,1,TN,1,40,110.831,Lymph,0,1,1,1,1,1,1,0,0,0,2448982,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,3.374,0.0484,294,0,272.6531,0,-1,5704.749,18.31594,2561.984,422.5465,0.222858,87.23553
C53,P2,test_058.tif,None,1,94208,100352,2448982,0,0,0,Benign,1,TN,1,40,188.912,Lymph,0,1,1,1,1,1,1,0,0,0,2448982,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,1.5,0.0215,78,0,259.5769,0,-1,7413.809,26.39257,2561.984,325.4176,0.163484,81.83824
C53,P3,test_058.tif,None,3,94208,100352,2448982,0,2576,0,Benign,1,TN,1,40,89.582,Lymph,0,0,0,0,0,0,0,0,1912,0,2447070,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,1.5,0.0215,234,0,253.7222,0,-1,7707.826,26.00777,2561.984,436.1686,0.289976,93.70404
C53,P4,test_058.tif,None,2,94208,100352,2448982,0,0,0,Benign,1,TN,1,40,105.193,Lymph,0,1,1,1,1,1,1,0,0,0,2448982,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,7.591,0.109,302,0,265.9073,0,-1,4582.743,14.19778,2561.984,487.9885,0.226918,94.23892
C53,P5,test_058.tif,None,1,94208,100352,2448982,0,0,0,Benign,1,TN,1,40,23.896,Lymph,0,1,1,1,1,1,1,0,0,0,2448982,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,1.5,0.0215,68,0,208.3088,0,-1,14860.31,61.92463,2561.984,494.9627,0.217919,101.4737
C53,P6,test_058.tif,None,3,94208,100352,2448982,0,0,0,Benign,1,TN,1,40,44.834,Lymph,0,1,1,1,1,1,1,0,0,0,2448982,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,5.061,0.0726,101,0,295.3267,0,-1,7324.48,22.36023,2561.984,453.8396,0.10832,97.98663
C53,P7,test_058.tif,None,4,94208,100352,2448982,0,0,0,Benign,1,TN,1,40,57.436,Lymph,0,1,1,1,1,1,1,0,0,0,2448982,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,2.249,0.0323,49,0,118.0408,0,-1,6032.005,7.671876,2561.984,413.2624,0.079636,88.13611
C53,P8,test_058.tif,None,4,94208,100352,2448982,0,0,0,Benign,1,TN,1,40,16.141,Lymph,0,1,1,1,1,1,1,0,0,0,2448982,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,1,0.0143,43,0,221.1628,0,-1,13598.31,50.64969,2561.984,519.0112,0.192583,85.8791
C53,P9,test_058.tif,None,2,94208,100352,2448982,0,0,0,Benign,1,TN,1,40,43.308,Lymph,0,1,1,1,1,1,1,0,0,0,2448982,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,1,0.0143,117,0,216.4615,0,-1,9492.384,34.56111,2561.984,459.8165,0.293016,91.50596
C32,P1,test_104.tif,Macro,2,96768,210432,2007503,52322,33291,1,Malignant,1,TP,1,20,44.65,Lymph,0.02158303126,0.914375491,0.5910265879,0.5600314919,0.7179745984,0.8241928009,0.8858663802,25608,2398,17720,1961777,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,17.086,0.1169,103,35,263.9029,320.6857,8128,6607.592,21.86729,253.0984,410.4726,0.120372,100.2364
C54,P10,test_069.tif,Micro,1,212992,103936,5121164,27147,23500,1,Malignant,1,TP,1,40,83.173,Lymph,0.004842649054,0.6384779937,0.5656451613,0.4284274501,0.5998588869,0.6224486174,0.633678415,14028,7943,10772,5088421,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,1,0.0099,224,32,274.7545,285.4688,17003,8175.629,26.63888,334.7314,350.9295,0.275705,83.4063
C54,P11,test_069.tif,Micro,3,212992,103936,5121164,27147,15187,1,Malignant,1,TP,1,40,35.681,Lymph,0.004842649054,0.4942912838,0.2862903226,0.2214321357,0.3625778776,0.4315794592,0.4740322986,7100,7264,17700,5089100,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,7.594,0.0755,75,8,286.6267,427.25,17921,19040.13,54.61998,348.3565,482.686,0.187563,92.67572
C54,P2,test_069.tif,Micro,1,212992,103936,5121164,27147,28339,1,Malignant,1,TP,1,40,53.538,Lymph,0.004842649054,0.5416540327,0.57625,0.3873634565,0.5584166927,0.5482368647,0.5435736916,14291,12093,10509,5084271,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,2.25,0.0224,100,19,266.07,301.7368,15883,11027.87,37.03593,252.0404,292.6386,0.143656,94.03506
C54,P3,test_069.tif,Micro,3,212992,103936,5121164,27147,4929,1,Malignant,1,TP,1,40,60.855,Lymph,0.004842649054,0.6394526796,0.1130645161,0.1062886168,0.1921535035,0.3311289561,0.501979781,2804,1581,21996,5094783,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,25.629,0.255,150,14,260.4267,276.1429,16448,12486.45,47.14926,242.1349,495.5794,0.245623,96.97081
C54,P4,test_069.tif,Micro,2,212992,103936,5121164,27147,14205,1,Malignant,1,TP,1,40,24.819,Lymph,0.004842649054,0.4542490924,0.2472177419,0.1906049866,0.3201817375,0.3890820937,0.4329226756,6131,7366,18669,5088998,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,11.391,0.1133,55,7,242.9091,323.7143,11315,17283.95,58.6545,285.3356,637.6078,0.221733,109.8308
C54,P5,test_069.tif,Micro,1,212992,103936,5121164,27147,24677,1,Atypical,1,TP,1,40,109.376,Lymph,0.004842649054,0.4346509972,0.3937096774,0.2603733333,0.413168585,0.4257954228,0.4320084118,9764,12700,15036,5083664,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,2.25,0.0224,258,91,236.1512,261.9121,6247,8193.38,32.60018,186.8808,493.2038,0.287482,100.0504
C54,P6,test_069.tif,Micro,3,212992,103936,5121164,27147,16125,1,Malignant,1,TP,1,40,30.172,Lymph,0.004842649054,0.4727177335,0.2906451613,0.2194884287,0.3599680384,0.4200857889,0.4559173711,7208,8040,17592,5088324,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,5.063,0.0504,49,13,290.1633,356.3846,2060,13235.79,44.06261,295.6279,548.7335,0.091179,100.2884
C54,P7,test_069.tif,Micro,4,212992,103936,5121164,27147,14042,1,Malignant,1,TP,1,40,98.078,Lymph,0.004842649054,0.7598984369,0.3861693548,0.344174513,0.5120979601,0.6366670212,0.7189685932,9577,3026,15223,5093338,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,1,0.0099,173,20,129.9133,123.3,24127,5736.706,15.72006,318.7485,348.1023,0.151703,86.3349
C54,P8,test_069.tif,Micro,4,212992,103936,5121164,27147,16650,1,Malignant,1,TP,1,40,13.732,Lymph,0.004842649054,0.4876844089,0.3025806452,0.229599486,0.3734541021,0.4345207764,0.4707445238,7504,7883,17296,5088481,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,25.629,0.255,34,13,190.6765,194.2308,3938,13162.89,44.51643,97.82038,330.83,0.133431,89.67705
C54,P9,test_069.tif,Micro,2,212992,103936,5121164,27147,21487,1,Neoplastic,1,TP,1,40,34.377,Lymph,0.004842649054,0.3815224983,0.3083870968,0.2056024517,0.341078357,0.3642459803,0.376273384,7648,12398,17152,5083966,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,3.375,0.0336,87,17,207.9425,279.8824,10865,9081.642,35.78534,224.8707,447.8841,0.067921,89.00309
C33,P1,test_105.tif,Macro,2,126976,93184,5160989,5028726,5461859,1,Malignant,1,TP,1,40,25.3,Lymph,0.7935252332,0.8885508474,0.9414187956,0.8419957117,0.9142211422,0.89864401,0.8914958113,3855463,483583,239912,582031,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,3.125,0.0522,60,46,250.2833,258.3261,268,19791,67.92884,9.640614,477.0919,0.375946,90.22899
C55,P10,test_071.tif,Macro,1,155648,96768,1147484,359181,413273,1,Malignant,1,TP,1,40,49.412,Lymph,0.2811359461,0.849712471,0.951335869,0.8143175547,0.8976571412,0.868262338,0.8550855159,306900,54281,15699,770604,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,7.594,0.1034,98,36,248.602,286.3889,453,9752.74,31.24998,198.044,407.3314,0.147849,76.66343
C55,P11,test_071.tif,Macro,3,155648,96768,1147484,359181,220711,1,Neoplastic,1,TP,1,40,14.092,Lymph,0.2811359461,0.7848980125,0.4285785139,0.3835318137,0.5544242784,0.6729929565,0.7483017259,138259,37890,184340,786995,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,1,0.0136,22,10,320.1364,440.9,507,33185.25,97.52833,137.6895,668.7578,0.12483,127.4136
C55,P2,test_071.tif,Macro,1,155648,96768,1147484,359181,111484,1,Malignant,1,TP,1,40,69.602,Lymph,0.2811359461,0.8604804483,0.2589344666,0.2485013819,0.3980794663,0.5875063124,0.7570277453,83532,13544,239067,811341,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,1,0.0136,102,68,280.8235,299.5,387,7921.55,25.87382,77.07208,356.0203,0.110574,98.40409
C55,P3,test_071.tif,Macro,3,155648,96768,1147484,359181,19912,1,Malignant,1,TP,1,40,31.358,Lymph,0.2811359461,1,0.05180735216,0.05180735216,0.09851110482,0.2145712811,0.4815553036,16713,0,305886,824885,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,1,0.0136,48,34,274.6667,292.9412,312,19285.59,64.09887,183.6108,535.9932,0.080459,107.9157
